Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_52_041.jpg;0;1;0;4.120775;113.35;22.56894;1.458474;93.43704;-0.001349579
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_52_107.jpg;0;1;0;4.170416;113.3314;22.90288;1.463654;93.40567;-0.001739878
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_52_176.jpg;0;1;0;4.208028;113.3175;23.15592;1.466836;93.38364;-0.001382346
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_52_240.jpg;0;1;0;4.244829;113.3035;23.41115;1.46879;93.35889;-0.001884384
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_52_306.jpg;0;1;0;4.293936;113.2895;23.66869;1.475439;93.3364;-0.00128638
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_52_373.jpg;0;1;0;4.330114;113.2709;24.01536;1.477701;93.30417;-0.001307756
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_52_439.jpg;0;1;0;4.366871;113.2569;24.27793;1.480187;93.27762;-0.001928534
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_52_505.jpg;0;1;0;4.415458;113.2429;24.54276;1.485902;93.25403;-0.001328375
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_52_573.jpg;0;1;0;4.451592;113.2242;24.89914;1.488401;93.21957;-0.001444592
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_52_639.jpg;0;1;0;4.487609;113.2103;25.16898;1.491457;93.19351;-0.00145132
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_52_706.jpg;0;1;0;4.535005;113.1963;25.44098;1.494736;93.16687;-0.001471246
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_52_773.jpg;0;1;0;4.571314;113.1777;25.80696;1.495827;93.12122;-0.001305952
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_52_839.jpg;0;1;0;4.606997;113.1639;26.08401;1.501107;93.08612;-0.001344878
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_52_906.jpg;0;1;0;4.654541;113.15;26.36301;1.494939;93.05273;-0.001373379
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_52_973.jpg;0.03619194;1;0;4.689547;113.1308;26.7385;1.501282;93.14035;-0.00206514
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_53_038.jpg;0;1;0;4.724288;113.1164;27.02256;1.504493;93.14441;-0.002011143
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_53_106.jpg;3.993287;1;0;4.771552;113.1012;27.30852;1.498501;93.28049;-0.002405296
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_53_173.jpg;7.988448;1;0;4.80532;113.0755;27.69222;1.468209;94.10416;0.03733628
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_53_239.jpg;12.01451;1;0;4.83873;113.05;27.98047;1.37054;95.32507;0.1164098
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_53_309.jpg;15;1;0;4.880198;113.0035;28.36379;1.102559;97.72467;0.3388124
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_53_373.jpg;10.98955;1;0;4.911076;112.9599;28.65043;0.8055604;99.58481;0.5607719
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_53_439.jpg;7.034769;1;0;4.943741;112.9099;28.93712;0.4676194;101.0499;0.8185784
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_53_505.jpg;2.992744;1;0;4.986926;112.8546;29.22447;0.110475;102.05;1.07753
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_53_573.jpg;0;1;0;5.010576;112.7777;29.6127;359.8422;102.5393;1.196821
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_53_640.jpg;0;1;0;5.010291;112.7189;29.90875;359.9197;102.4611;1.047091
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_53_706.jpg;0;1;0;5.011447;112.656;30.20732;0.1515801;102.479;0.8955846
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_53_773.jpg;0;1;0;5.011499;112.5702;30.60399;0.4388604;102.4693;0.7000257
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_53_839.jpg;0;1;0;5.011605;112.5052;30.90175;0.6719916;102.4507;0.5480385
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_53_906.jpg;0;1;0;5.017083;112.4402;31.19975;0.9151205;102.4312;0.380139
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_53_973.jpg;0;1;0;5.008214;112.3538;31.59723;1.247876;102.3958;0.1514742
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_54_039.jpg;0;1;0;5.017687;112.2888;31.89557;1.495005;102.3731;-0.003099639
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_54_109.jpg;-3.989038;1;0;5.006288;112.2025;32.28628;1.466235;102.019;-0.004682093
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_54_172.jpg;-7.97297;1;0;5.083488;112.1435;32.57603;1.276416;101.3021;-0.001586478
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_54_239.jpg;-3.947268;1;0;4.98822;112.0875;32.86876;1.158626;100.5754;359.9591
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_54_305.jpg;0;1;0;5.012134;112.0325;33.16299;1.07566;100.1752;359.8941
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_54_373.jpg;-3.916626;1;0;5.010793;111.962;33.55659;1.009383;99.80099;359.7635
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_54_438.jpg;-7.924747;1;0;5.009996;111.914;33.85218;0.9667623;98.79309;359.6102
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_54_504.jpg;-11.8944;1;0;5.010221;111.871;34.14791;0.8647586;97.65118;359.4585
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_54_572.jpg;-15;1;0;5.009305;111.8267;34.5398;0.5194725;95.28439;359.2273
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_54_637.jpg;-11.05278;1;0;5.009792;111.8038;34.83359;0.2119826;93.46497;358.9677
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_54_704.jpg;-11.15497;1;0;5.009955;111.7867;35.12774;359.9037;91.95511;358.7557
